"Id","SalePrice"
1580,201313.654142785
1581,155267.720889485
1582,123132.033375238
1583,298748.826610838
1584,214041.926393821
1585,142863.679064346
1586,60040.9502587875
1587,104134.008210925
1588,143110.964308723
1589,93418.0273574463
1590,144069.82000003
1591,91779.5643622715
1592,123075.812095132
1593,127551.95670382
1594,119421.183837256
1595,108456.235144754
1596,201347.923394492
1597,175188.75440778
1598,229386.974403897
1599,177156.437243847
1600,172888.597152903
1601,63682.0632707056
1602,114669.987879933
1603,90432.6201441756
1604,248672.001027274
1605,261042.524620054
1606,173699.17972378
1607,182901.555816865
1608,229089.786369522
1609,182970.365218042
1610,151440.337939941
1611,149037.591347342
1612,174300.636949987
1613,162618.202804886
1614,119571.7121514
1615,91757.6134651702
1616,79824.2927599039
1617,94756.2302834985
1618,119652.005519299
1619,138651.058864116
1620,159762.802479904
1621,138561.770521492
1622,139121.272562916
1623,256750.717244546
1624,222769.290809679
1625,122431.973358622
1626,178877.168313859
1627,192767.428573704
1628,277626.616339279
1629,193644.545159648
1630,317326.750913198
1631,220213.107600501
1632,239955.019694141
1633,181472.154280733
1634,192745.435022239
1635,185504.664335888
1636,156567.879832226
1637,190508.137393508
1638,191975.589262289
1639,192680.096519588
1640,264921.237059973
1641,193839.648011113
1642,240506.39715596
1643,217969.097021739
1644,230145.117375212
1645,198123.387309868
1646,164771.466540258
1647,170089.95771847
1648,127629.622290223
1649,142761.402502163
1650,103180.153140026
1651,116206.824367614
1652,101614.882496244
1653,104449.901501403
1654,143218.649718205
1655,139774.047524096
1656,140754.938676424
1657,142677.293577688
1658,144265.181155712
1659,112117.45821557
1660,156736.102022562
1661,427592.430730205
1662,378876.825705815
1663,361564.188187166
1664,483072.26802501
1665,293374.107108067
1666,311759.39458179
1667,366464.921273338
1668,331507.297485737
1669,310093.16566828
1670,347654.424094309
1671,255121.850555768
1672,408849.777655521
1673,278590.76883845
1674,235085.874533023
1675,190191.240692269
1676,189524.80807979
1677,218602.339739209
1678,414492.983590626
1679,361991.81523521
1680,318159.018983556
1681,241895.812304352
1682,297255.229747852
1683,176706.45708216
1684,186685.917331144
1685,177570.721797481
1686,172106.309478648
1687,183378.838561968
1688,195167.579108824
1689,195692.255975647
1690,211423.202070596
1691,196122.715746158
1692,282797.596597552
1693,187724.700794554
1694,189872.585868778
1695,171617.285675489
1696,279542.962302414
1697,177514.442029487
1698,318228.210678244
1699,299399.259128283
1700,237843.153208409
1701,267134.168215506
1702,241095.797529188
1703,246655.037687407
1704,277153.299448145
1705,240877.396690035
1706,393097.107973546
1707,203568.838824224
1708,190708.832865989
1709,257326.044818621
1710,216735.090666998
1711,273877.290329967
1712,244212.721069278
1713,265884.852336468
1714,220838.03561781
1715,207343.795608211
1716,184116.406442504
1717,181124.741863497
1718,138780.362739728
1719,201148.964179117
1720,238395.140010434
1721,171307.364230991
1722,133447.741603551
1723,167093.413108792
1724,203173.324205282
1725,237558.916553982
1726,182516.286020648
1727,159834.940595387
1728,192414.010793721
1729,168036.104671533
1730,159871.732970892
1731,125937.263319172
1732,126511.236344526
1733,109019.003198931
1734,119225.048701006
1735,134441.256946159
1736,111663.449423641
1737,286026.165918607
1738,230700.725759692
1739,232121.546990213
1740,198337.273283018
1741,184131.217370965
1742,166290.813401454
1743,178776.530276423
1744,304859.117781716
1745,207605.388969276
1746,205666.198268554
1747,225339.062203882
1748,219150.887793284
1749,154550.972127986
1750,130913.228139236
1751,257206.973642826
1752,111488.589834857
1753,146303.697457935
1754,186522.48977928
1755,179569.860801157
1756,121630.914706957
1757,117367.984554792
1758,148364.393788127
1759,174999.47741896
1760,161054.085648161
1761,142658.453241261
1762,168157.79949976
1763,195704.063550488
1764,116134.219634975
1765,176324.217555366
1766,183384.529561836
1767,219912.977725222
1768,137650.746459986
1769,181020.109250825
1770,156883.406523513
1771,112060.232086833
1772,131825.751233194
1773,123580.547131052
1774,149626.328675027
1775,141584.551337435
1776,128780.847174023
1777,112272.629483677
1778,142576.850630291
1779,113702.384999982
1780,191680.965583625
1781,126966.045128769
1782,81957.7340763711
1783,136242.935837602
1784,100554.592129734
1785,117210.816530562
1786,138522.130406627
1787,181982.391138214
1788,60582.2350438603
1789,96451.8620265758
1790,77779.0668976897
1791,191857.517780494
1792,157842.665280385
1793,135530.613252488
1794,162825.908519432
1795,138790.151758111
1796,133959.176958005
1797,108486.437758927
1798,112090.551243859
1799,106699.273694659
1800,129691.112043505
1801,125827.166696494
1802,143676.909393218
1803,148395.902682299
1804,144156.528439591
1805,142083.132197721
1806,133284.124328773
1807,138016.41998314
1808,131135.181501768
1809,121640.939466788
1810,136119.802983632
1811,103478.184255523
1812,93609.0891177429
1813,122616.156178728
1814,92999.1235199148
1815,49859.2549864772
1816,105030.058099432
1817,108517.263894784
1818,161933.633592469
1819,127988.275669155
1820,68008.2843201057
1821,121577.478632555
1822,155391.157865388
1823,55887.0754069286
1824,119908.993034807
1825,129837.394952005
1826,106814.242618454
1827,95566.038232164
1828,133058.188807004
1829,135895.466681434
1830,148785.613352824
1831,160068.905856436
1832,78215.7315974132
1833,153440.942347484
1834,128650.583614078
1835,119416.364897261
1836,127301.645054061
1837,84366.4795261116
1838,143665.926818738
1839,103443.838697451
1840,146937.567511224
1841,138819.218041736
1842,89275.6071303862
1843,124622.981587031
1844,144660.196109247
1845,140581.556351228
1846,152317.462624108
1847,168067.884764883
1848,51197.4015672953
1849,115188.897406475
1850,120018.259446306
1851,165020.210573253
1852,126774.84097589
1853,130637.889388064
1854,183922.917492099
1855,174198.143534345
1856,224103.601776495
1857,150045.56630971
1858,136145.291802054
1859,122213.796028591
1860,151309.946033314
1861,124368.31293697
1862,335130.536969465
1863,324064.180804166
1864,324193.760636319
1865,335137.082018951
1866,329135.721861985
1867,227105.688475628
1868,292689.044336093
1869,206739.852765787
1870,232928.258648372
1871,252166.789643604
1872,177471.264912413
1873,229825.658575962
1874,144134.031757853
1875,212291.154391103
1876,199122.63355631
1877,216609.460070708
1878,202382.221416015
1879,120059.252952617
1880,132429.2483489
1881,246688.633851729
1882,243888.487354481
1883,190094.922679419
1884,203251.432253516
1885,251577.241147854
1886,285011.850052916
1887,212172.105904853
1888,267274.492336068
1889,170466.885756739
1890,119239.30352017
1891,157503.123377499
1892,95309.9648043942
1893,138357.174209961
1894,129263.012474782
1895,141701.561801105
1896,130933.973012563
1897,109284.828865257
1898,116847.78081069
1899,153033.344651488
1900,134241.988511701
1901,150026.322039458
1902,132229.89600788
1903,200738.98146754
1904,126605.398129132
1905,190243.328983145
1906,145706.304987987
1907,214074.359677104
1908,103004.544882338
1909,131252.222055387
1910,117267.37820663
1911,213232.08999016
1912,302573.794169441
1913,134830.434723691
1914,67599.3737111971
1915,269427.602546686
1916,57937.265746335
1917,257637.885507392
1918,140082.565463933
1919,185154.311984515
1920,161900.040038676
1921,365054.370840879
1922,319406.521757088
1923,246588.97047689
1924,232443.436538568
1925,195414.166763507
1926,362246.422694425
1927,132709.788505183
1928,166467.965145092
1929,121518.035930604
1930,140024.818110038
1931,139649.094441044
1932,140555.778208289
1933,161037.370261424
1934,185088.950102364
1935,168489.274469437
1936,187842.681649611
1937,191790.46339712
1938,182252.973135702
1939,235076.735534854
1940,178130.428132376
1941,176073.748834035
1942,193596.376375519
1943,204711.253175269
1944,321810.98177206
1945,355376.177585988
1946,143431.675956474
1947,296924.754972131
1948,178271.917581615
1949,255923.932945392
1950,194060.183040367
1951,257700.445064112
1952,219598.342259492
1953,179067.418173338
1954,191203.142248063
1955,136887.459252943
1956,304719.507919704
1957,155863.230547767
1958,291387.515731202
1959,146565.006685204
1960,112207.714714344
1961,119688.806778709
1962,98481.5179345294
1963,104780.087104369
1964,106618.746564136
1965,145174.718994242
1966,141958.449861883
1967,281792.088014958
1968,385015.36715319
1969,360997.107915625
1970,370076.606233156
1971,447233.579552906
1972,360984.401461594
1973,261381.546305425
1974,322916.574609039
1975,445765.679678611
1976,264980.726395633
1977,338694.609613456
1978,318798.703864249
1979,328223.239961318
1980,204255.78145184
1981,329565.292776772
1982,222011.088552783
1983,203450.8407184
1984,164972.089660537
1985,215081.931036337
1986,222069.274699262
1987,176447.481010149
1988,178988.505380352
1989,197340.181569194
1990,206814.864482735
1991,224646.595592605
1992,214800.145015654
1993,178524.290037962
1994,239015.175480554
1995,188017.71152506
1996,238627.890046934
1997,307302.699868784
1998,296796.69610744
1999,255227.369445938
2000,288515.310401324
2001,262039.965737649
2002,254253.307317
2003,253891.441499053
2004,277356.902801084
2005,242418.940651135
2006,210270.349817155
2007,244585.406081977
2008,202543.266593921
2009,196199.075400716
2010,195944.969670767
2011,155208.240672753
2012,176438.59768868
2013,179020.391731793
2014,186160.342440132
2015,208256.135860739
2016,194461.864693953
2017,196976.016869602
2018,121129.308111697
2019,136299.685606476
2020,104635.101190783
2021,97532.7661066789
2022,179387.503113214
2023,147913.94511962
2024,251742.634781498
2025,335351.171071143
2026,169787.902976133
2027,153100.424211366
2028,142506.028547178
2029,157861.738894799
2030,265288.372624832
2031,230539.078333647
2032,252552.540611814
2033,251673.023516284
2034,166156.923164574
2035,216672.248423965
2036,197108.34433055
2037,198616.80835591
2038,312417.261801007
2039,222830.662370916
2040,304241.505973657
2041,306542.287554208
2042,193924.03540111
2043,175538.652272885
2044,176660.824336372
2045,221534.574397446
2046,150726.193151022
2047,145827.015460312
2048,138676.671050238
2049,148129.205592618
2050,184578.203776617
2051,99988.4947055897
2052,115384.384935093
2053,150232.868019258
2054,91491.7169743471
2055,157552.391021062
2056,160060.427353403
2057,116717.129276581
2058,214252.209254638
2059,129200.587596831
2060,168149.743308076
2061,189176.196382277
2062,128823.03742093
2063,120687.490321366
2064,135500.274005594
2065,110111.845365872
2066,177068.934195997
2067,120983.671414166
2068,153468.646209424
2069,78453.77679862
2070,109589.164406141
2071,86617.0305889985
2072,138594.444138096
2073,140989.595224951
2074,190824.327388168
2075,146756.310338357
2076,114468.862127845
2077,148895.486104229
2078,115496.358920838
2079,142689.417866269
2080,120503.640115899
2081,127555.889147385
2082,107251.087444411
2083,145587.239281112
2084,102231.730993034
2085,114652.425377965
2086,125749.582502093
2087,136766.3357781
2088,93560.4350562539
2089,80870.0432830857
2090,124693.947854304
2091,110256.480675555
2092,125834.713364273
2093,119634.885714551
2094,114466.949482321
2095,150883.470322454
2096,84665.4894046111
2097,103622.453480076
2098,151554.881320163
2099,45732.6352049953
2100,82533.9764060365
2101,106143.327095173
2102,141569.040034378
2103,104046.325082588
2104,153335.534956195
2105,129718.984544673
2106,60663.7216186038
2107,193758.603355475
2108,124053.63173301
2109,110932.977353977
2110,122287.545576496
2111,148937.098582986
2112,132980.006234298
2113,124569.581368193
2114,127876.725631808
2115,161827.626590281
2116,114840.548354672
2117,139547.855133939
2118,129591.075932541
2119,113049.835863456
2120,115792.419189582
2121,176982.613251828
2122,106347.070818972
2123,77112.8609843319
2124,164118.813643804
2125,141518.265769392
2126,144912.328647621
2127,170309.068465016
2128,124560.36306896
2129,96787.6507741587
2130,130883.086490487
2131,148897.606282916
2132,121129.819926246
2133,129136.2768752
2134,130788.715030065
2135,102308.860803656
2136,73689.9727800553
2137,98553.1883431424
2138,134765.362874556
2139,156786.884903425
2140,139720.666120006
2141,160687.465207524
2142,122293.035626802
2143,143641.02224303
2144,125636.779026659
2145,143826.179748901
2146,171959.07179314
2147,149443.516742523
2148,140218.719874262
2149,151697.081185122
2150,227625.128948736
2151,113580.521949572
2152,176982.613251828
2153,158200.370216103
2154,105307.268778685
2155,143181.386256999
2156,232118.7852121
2157,231718.735019417
2158,238122.788632432
2159,224386.022476111
2160,184793.931011922
2161,240443.295020441
2162,341284.753525792
2163,358129.06246606
2164,259332.604806545
2165,200067.828059117
2166,155162.693441423
2167,214203.492642336
2168,206326.431868608
2169,198541.935009705
2170,225808.306410494
2171,157542.372868314
2172,129143.199539039
2173,174069.688320786
2174,224856.938665481
2175,301000.988259973
2176,301995.78682816
2177,231193.949258816
2178,215258.735696565
2179,141085.697188037
2180,210068.249338439
2181,198337.319877359
2182,233260.708161206
2183,195355.853024937
2184,111771.707987937
2185,134283.2528129
2186,151707.640696854
2187,163619.488143454
2188,160319.818999637
2189,176982.613251828
2190,72528.2834792723
2191,79267.7315545427
2192,84613.5109133852
2193,112393.770262574
2194,106428.28212716
2195,105236.676183694
2196,108519.976956561
2197,118241.38263362
2198,160216.35174865
2199,174763.228449987
2200,130836.88533421
2201,133066.637117319
2202,201258.055428238
2203,124421.887675053
2204,166500.499025075
2205,109198.587038588
2206,118737.768274263
2207,190782.72722393
2208,259556.617904459
2209,201163.536119662
2210,112520.737462019
2211,122856.999270628
2212,129310.14586938
2213,108885.022109224
2214,143020.690548617
2215,105702.128907188
2216,151797.524044552
2217,176982.613251828
2218,96701.3468376559
2219,81862.5197542411
2220,90446.0516756766
2221,269441.345719895
2222,243077.841699532
2223,302501.834559278
2224,210430.571043287
2225,120883.53142839
2226,179551.083023557
2227,203259.408194561
2228,272697.058923996
2229,261839.59762929
2230,150422.405939503
2231,213261.930026942
2232,175960.697778672
2233,183325.197827669
2234,252404.518069427
2235,221588.427016234
2236,268205.929496376
2237,317770.628603034
2238,213531.381502253
2239,114665.386954883
2240,170397.766118637
2241,150561.742311016
2242,128354.880479628
2243,137419.352571113
2244,103601.931351992
2245,96208.0224605754
2246,147875.603391309
2247,118473.829448302
2248,114148.670652474
2249,118297.828446152
2250,128783.496710453
2251,114168.759872382
2252,182875.871536403
2253,159390.07823167
2254,183156.255589888
2255,184410.349039858
2256,184636.949299319
2257,200548.097651503
2258,168194.746876922
2259,169839.551647185
2260,153000.504610856
2261,177539.898359303
2262,198325.127673645
2263,351376.344351372
2264,440639.230531903
2265,179941.67070677
2266,286500.070524941
2267,315252.202499331
2268,395796.182825023
2269,156569.571242703
2270,202247.158829343
2271,228852.426626981
2272,221478.630330736
2273,167736.769812512
2274,183602.113363614
2275,159081.040175274
2276,196014.717518924
2277,191406.119406689
2278,149594.805438307
2279,122021.946981402
2280,114929.76333782
2281,164602.81375909
2282,198314.437688935
2283,108477.065056201
2284,115942.954955891
2285,137080.22805826
2286,122903.954895004
2287,352541.051446018
2288,261143.809552532
2289,334176.059581048
2290,408936.049507391
2291,307708.83317276
2292,405558.415314974
2293,426704.008080061
2294,356152.839540504
2295,460200.54787402
2296,269844.959878566
2297,316704.245008463
2298,317411.869973507
2299,323880.103248223
2300,316363.963235599
2301,302513.042036
2302,241208.843190083
2303,243447.989826338
2304,246564.206758121
2305,186198.622857131
2306,182940.051163592
2307,196915.483751069
2308,211271.843623327
2309,284457.615010119
2310,207886.401056473
2311,199003.885226644
2312,179245.86251337
2313,179008.17298564
2314,181413.509753151
2315,178111.123965689
2316,203597.150986627
2317,201583.204515966
2318,176901.600739339
2319,182483.606663984
2320,186111.135375067
2321,239617.878641274
2322,178216.013566069
2323,202992.57221794
2324,200422.756491115
2325,217490.16370945
2326,186252.762725076
2327,202853.217809799
2328,222742.212441726
2329,200209.690884345
2330,179199.402030127
2331,329462.759361347
2332,367014.338572835
2333,308677.685427905
2334,239589.527800131
2335,268115.209082976
2336,280088.184226662
2337,198100.081628196
2338,266184.289307422
2339,221937.18344992
2340,391036.201312888
2341,220964.849717377
2342,235396.180060736
2343,222797.870548835
2344,213393.962032188
2345,235389.460386011
2346,207706.605486012
2347,188419.239393043
2348,231020.328175556
2349,163436.887359617
2350,307746.318160566
2351,244612.830791419
2352,250754.115167543
2353,222556.673264597
2354,135631.059883812
2355,148049.057949485
2356,160656.798776492
2357,191233.50125323
2358,193770.080323549
2359,128250.310237799
2360,114404.558005737
2361,144534.146249485
2362,267024.090498112
2363,141651.673487268
2364,161646.914339569
2365,219208.2209387
2366,191072.275052875
2367,221747.972184307
2368,207186.834520693
2369,212042.643590594
2370,157797.495189321
2371,155812.735132935
2372,179141.136056461
2373,269157.969661003
2374,280218.129345992
2375,235344.769126269
2376,281537.740125723
2377,309832.111930803
2378,151987.15560826
2379,215241.404203806
2380,159941.57732402
2381,173639.233564575
2382,214766.832598146
2383,206387.750039101
2384,246884.918561164
2385,170506.34704927
2386,135358.97151754
2387,136629.763929004
2388,107494.425085368
2389,122495.421526903
2390,148114.007640453
2391,133544.264111283
2392,109994.909005885
2393,170329.892885011
2394,135027.034667459
2395,193864.92762776
2396,144742.499861133
2397,222157.96654962
2398,125011.757711236
2399,61569.607597909
2400,61778.625853255
2401,109552.871994203
2402,134153.493178249
2403,147020.832765597
2404,158781.971680439
2405,160463.52075373
2406,141727.510523594
2407,130253.964994645
2408,144506.224282735
2409,118829.089183679
2410,181999.696558106
2411,113191.124923298
2412,150537.450187565
2413,131899.277100139
2414,159011.245160794
2415,137901.268805818
2416,126359.960482964
2417,130882.387235499
2418,131265.611756966
2419,129042.051032037
2420,114298.948401882
2421,142309.184320188
2422,112455.65725449
2423,118153.826841166
2424,162420.426865143
2425,185256.289612646
2426,127965.487597427
2427,128498.558484345
2428,170489.39172135
2429,107347.163445076
2430,134667.214935258
2431,114429.34136367
2432,141440.05469135
2433,130053.47006802
2434,134633.88793596
2435,141721.226408266
2436,104361.139060903
2437,105262.070307472
2438,118825.935765834
2439,111249.000224092
2440,128521.635323394
2441,104103.014111499
2442,96193.3294001372
2443,132997.588299167
2444,132703.837241555
2445,91062.2418923117
2446,140145.479454781
2447,181599.303455239
2448,133892.890905826
2449,112993.260986616
2450,159878.732754165
2451,126278.339185125
2452,191829.836387576
2453,94814.874048202
2454,131446.437521769
2455,113087.75534119
2456,140058.135021784
2457,128151.425808362
2458,125297.85634047
2459,101877.827818767
2460,141285.88265205
2461,129163.235481704
2462,126635.756512933
2463,130311.412429832
2464,170048.233870919
2465,134759.163549346
2466,118906.770550551
2467,140585.661525409
2468,81772.9942129345
2469,75912.3978433319
2470,212882.381954269
2471,211332.647192672
2472,162221.12825785
2473,118966.583626553
2474,176982.613251828
2475,232609.767135969
2476,108637.311937819
2477,124371.739748729
2478,158215.766256349
2479,108667.73787438
2480,152341.372064018
2481,121609.213466752
2482,127627.501071598
2483,110098.408457352
2484,120569.908450586
2485,126195.375970608
2486,153121.757534563
2487,185644.553835702
2488,162587.904821282
2489,158392.015455634
2490,145943.014949311
2491,92903.8792639082
2492,187553.293066594
2493,173761.686496991
2494,161806.345852281
2495,96522.3059480981
2496,250234.094799286
2497,159915.640779399
2498,101504.066952227
2499,83323.3121357629
2500,120472.790815101
2501,148229.089030739
2502,142664.500373713
2503,92589.9043921393
2504,177862.700488754
2505,225672.436940433
2506,248274.419379621
2507,281333.740651688
2508,249881.68882749
2509,220433.588908032
2510,221171.774931443
2511,176899.366866334
2512,197329.621352498
2513,216005.734284656
2514,272037.445877007
2515,143383.920353547
2516,180276.592608846
2517,142703.314091963
2518,150312.519644864
2519,222197.478914303
2520,221647.019996639
2521,191169.623879488
2522,227752.249153137
2523,121644.562318494
2524,136498.355954284
2525,145153.576999992
2526,132410.89465356
2527,120467.71115419
2528,123186.674503077
2529,132391.659607846
2530,124256.418046802
2531,234293.715508937
2532,232674.321973755
2533,190872.676774546
2534,236505.703578491
2535,295541.26510245
2536,242381.21104108
2537,236467.818197545
2538,182866.794702439
2539,196480.099277417
2540,181758.208389365
2541,181978.200481765
2542,162589.030999722
2543,118291.915582982
2544,116788.201660319
2545,136269.450611166
2546,128711.740748207
2547,144937.091015566
2548,157072.074528983
2549,162399.724006643
2550,704705.34632388
2551,156156.654459487
2552,134406.122187778
2553,76904.2407820676
2554,86415.6712666452
2555,128603.454944711
2556,95376.9947303303
2557,100981.08797612
2558,139005.781861356
2559,126425.088771187
2560,134114.129084227
2561,134634.255869551
2562,115107.804296667
2563,126395.657985816
2564,166743.103262308
2565,119732.881534006
2566,143307.533811856
2567,124430.631474064
2568,176904.049946717
2569,205827.392020694
2570,113815.853637688
2571,170499.291321973
2572,157784.546766898
2573,214934.629022161
2574,281538.754740341
2575,137131.136728462
2576,119997.076228249
2577,176982.613251828
2578,88597.2849547821
2579,60888.2918715062
2580,107849.699535773
2581,117020.087688772
2582,127796.174582566
2583,249845.915061373
2584,191086.336252321
2585,192335.880750055
2586,225802.86576078
2587,204979.195480157
2588,142934.981330334
2589,155155.564223217
2590,205261.139821864
2591,234588.361080347
2592,211425.829572263
2593,254121.976259687
2594,188327.053261258
2595,206383.300566059
2596,298676.699607404
2597,183852.190425485
2598,276229.120720032
2599,333376.479236676
2600,144372.39001976
2601,155696.966488429
2602,85619.629891843
2603,92552.2784466678
2604,89354.5647665893
2605,80735.669028034
2606,147563.932950697
2607,204767.561608197
2608,199296.456614155
2609,167819.384996883
2610,105777.094916302
2611,116424.075999231
2612,160965.402236957
2613,129111.144074456
2614,120107.629609236
2615,163924.834903463
2616,143164.126773611
2617,185860.286254435
2618,197639.177956618
2619,199485.343900496
2620,185446.090896406
2621,175870.419577647
2622,176827.036479122
2623,242401.135046289
2624,295079.456236442
2625,275879.806892308
2626,169725.766683498
2627,155233.988309758
2628,405178.941032576
2629,435366.980450418
2630,325749.905586449
2631,447734.227088497
2632,369618.314820544
2633,283202.058058685
2634,375178.994431922
2635,164607.01524282
2636,173566.63088357
2637,178174.752466695
2638,258748.631298847
2639,196163.184376023
2640,147320.782237633
2641,99173.670460978
2642,197735.655173785
2643,106181.447286244
2644,123965.450186499
2645,110290.317260311
2646,96119.8297412344
2647,101053.413626172
2648,139995.182683535
2649,155389.307033078
2650,137422.672131093
2651,140066.546895259
2652,398097.257276208
2653,249678.317527365
2654,242196.673381681
2655,354358.52292962
2656,308263.071490395
2657,338489.124267765
2658,284552.690559194
2659,275847.297400623
2660,350863.085961191
2661,328650.561706556
2662,345891.031933298
2663,287342.853269815
2664,273247.772037554
2665,313797.890571766
2666,274529.631260624
2667,178126.25711857
2668,186647.483253769
2669,183634.484252184
2670,271110.418851489
2671,186419.918238007
2672,198978.941718212
2673,202241.743249864
2674,206174.957255521
2675,163866.173367351
2676,197911.411561424
2677,201513.554800584
2678,246846.147045472
2679,273123.995265823
2680,280436.385147804
2681,370526.936759823
2682,297442.283561436
2683,428577.179659583
2684,287836.175874106
2685,317668.617789005
2686,243998.047795412
2687,303182.115683649
2688,218202.295617199
2689,203203.46594391
2690,417127.644590792
2691,178291.584628808
2692,141754.67563559
2693,198415.878992656
2694,146907.854687359
2695,190907.381810213
2696,184168.701551241
2697,173734.457611343
2698,192625.88016409
2699,180983.5832056
2700,162874.552052933
2701,164941.573184407
2702,121271.976047109
2703,143088.019445428
2704,138472.999988942
2705,114030.570095681
2706,111256.355381466
2707,128857.032591081
2708,127673.77555291
2709,96114.899704092
2710,121632.615157353
2711,248705.404168823
2712,329905.984414013
2713,160893.010876035
2714,142047.093991926
2715,159609.669240202
2716,144771.527828075
2717,178180.722668628
2718,211767.040957424
2719,162430.772055474
2720,183891.573665556
2721,135365.592461236
2722,160862.052289697
2723,150604.893686791
2724,125185.14208338
2725,126985.071417737
2726,144825.601770189
2727,171696.493260791
2728,189832.556301489
2729,146234.550889334
2730,147669.703204368
2731,130228.700288032
2732,121189.740769254
2733,155777.845919179
2734,153327.763706325
2735,134851.345548833
2736,132644.655575705
2737,113382.227690163
2738,140866.182097105
2739,164467.09308062
2740,135578.29838965
2741,142985.037607403
2742,166665.824499752
2743,153400.403464323
2744,155835.489383737
2745,143626.65311692
2746,133787.776734339
2747,164455.19995904
2748,130439.566253599
2749,122900.792566541
2750,133746.627164382
2751,131115.149780509
2752,199362.623112081
2753,149184.252107925
2754,195741.344498151
2755,136227.713757565
2756,90644.5365843411
2757,68153.6159500479
2758,90914.2941270436
2759,156913.174684498
2760,113753.306618412
2761,137548.068005198
2762,143794.113209482
2763,193545.245523665
2764,164841.647274513
2765,290296.511646605
2766,130293.490479749
2767,82332.98050531
2768,122486.579416552
2769,117876.522323813
2770,153743.713383251
2771,108509.8800943
2772,112989.603606635
2773,169090.359836888
2774,150824.531386838
2775,115061.891897112
2776,158181.067223412
2777,166588.991460062
2778,99561.4431566277
2779,119579.890410883
2780,93836.516607617
2781,91530.6628809809
2782,93285.5133420847
2783,86372.4549687425
2784,128081.352496494
2785,132253.121289303
2786,68626.6186500022
2787,139148.826947873
2788,77607.0169614665
2789,168483.425370019
2790,89415.6983562666
2791,115303.528583464
2792,66901.0377519542
2793,138409.924344652
2794,91593.1087389554
2795,115983.839724042
2796,89014.1467629063
2797,208403.392862174
2798,107832.573606951
2799,114407.211432253
2800,69133.1710823609
2801,108657.643933507
2802,134431.895750361
2803,166524.185812022
2804,138743.114848575
2805,98685.3558923669
2806,84851.2960937623
2807,164816.090157286
2808,139557.938616275
2809,128230.764744623
2810,121107.049814064
2811,156945.108089236
2812,150829.021030655
2813,159735.949248386
2814,161251.131628735
2815,93700.2078288769
2816,230215.571378509
2817,145064.841842801
2818,135383.495663751
2819,161187.220018332
2820,139374.233066361
2821,98937.5094550347
2822,199014.136784308
2823,292015.813725003
2824,165321.903389891
2825,147865.15504403
2826,134344.286924986
2827,145953.678918701
2828,211285.712968658
2829,234536.47546442
2830,231494.146487697
2831,172146.111432137
2832,245842.672872826
2833,298522.143533052
2834,208945.414083821
2835,218920.995515552
2836,187957.189950712
2837,161703.598505558
2838,147843.343049358
2839,175232.040714269
2840,204838.608090904
2841,204969.149165709
2842,235915.471622321
2843,145220.629703964
2844,174235.062721086
2845,121311.713847172
2846,209699.769584202
2847,199337.968611301
2848,229107.095918441
2849,196950.876614345
